Sigla,Projeto,Arquivo,Nome da Variável,URL
acad,acad-servicos-java,application-dev.properties,swagger.api.termsOfServiceUrl,www.original.com.br
acad,acad-servicos-java,application-hml.properties,swagger.api.termsOfServiceUrl,www.original.com.br
acad,acad-servicos-java,application-dev.properties,swagger.api.termsOfServiceUrl,www.original.com.br
acad,acad-servicos-java,application-hml.properties,swagger.api.termsOfServiceUrl,www.original.com.br
acad,acad-consultas-dominios-java,application-dev.properties,original.url.rest.consultation.countries,bcodacadapp01:5052/api/EnderecoDominio/v1
acad,acad-consultas-dominios-java,application-dev.properties,original.url.rest.consultation.dominios,bcodacadapp01:5057/dominioAcadService
acad,acad-consultas-dominios-java,application-hml.properties,original.url.rest.consultation.countries,bcohacadapp01:5052/api/EnderecoDominio/v1/ConsultarPaises
acad,acad-consultas-dominios-java,application-hml.properties,original.url.rest.consultation.dominios,bcohacadapp01:5057/dominioAcadService
acad,acad-consultas-dominios-java,application-prd.properties,original.url.rest.consultation.countries,vsacadprdback:5052/api/EnderecoDominio/v1
acad,acad-consultas-dominios-java,application-prd.properties,original.url.rest.consultation.dominios,vsacadprdback:5057/dominioAcadService
apio,apio-consultas-debito-automatico-java,application-hml.properties,conv.consultas.debito.automatico.java.url,conv-consultas-debito-automatico-java.conv-hml.svc.cluster.local:8080
apio,apio-qr-code-java,application-dev.properties,endpoint.ipix-gerar-qr-code.jws,ipix-qr-code-java.ipix-dev.svc.cluster.local:8080/qr/v2
apio,apio-qr-code-java,application-dev.properties,endpoint.ipix-gerar-qr-code.keys,ipix-qr-code-java.ipix-dev.svc.cluster.local:8080/v2/keys
apio,apio-qr-code-java,application-dev.properties,ad.authentication,atco-auth-sistemas-java.atco-dev.svc.cluster.local:8080/v1/token
apio,apio-qr-code-java,application-hml.properties,endpoint.ipix-gerar-qr-code.jws,ipix-qr-code-java.ipix-hml.svc.cluster.local:8080/qr/v2
apio,apio-qr-code-java,application-hml.properties,#endpoint.ipix-gerar-qr-code.jws,ipix-qr-code-java.apps.ocp-h.original.com.br/qr/v2
apio,apio-qr-code-java,application-hml.properties,endpoint.ipix-gerar-qr-code.keys,ipix-qr-code-java.ipix-hml.svc.cluster.local:8080/keys/v2
apio,apio-qr-code-java,application-hml.properties,#endpoint.ipix-gerar-qr-code.keys,ipix-qr-code-java.apps.ocp-h.original.com.br/keys/v2
apio,apio-qr-code-java,application-hml.properties,ad.authentication,atco-auth-sistemas-java.atco-hml.svc.cluster.local:8080/v1/token
apio,apio-qr-code-java,application-hml.properties,#ad.authentication,atco-auth-sistemas-java.apps.ocp-h.original.com.br/v1/token
apio,apio-qr-code-java,application-prd.properties,endpoint.ipix-gerar-qr-code.jws,ipix-qr-code-java.ipix.svc.cluster.local:8080/qr/v2
apio,apio-qr-code-java,application-prd.properties,endpoint.ipix-gerar-qr-code.keys,ipix-qr-code-java.ipix.svc.cluster.local:8080/keys/v2
apio,apio-qr-code-java,application-prd.properties,ad.authentication,atco-auth-sistemas-java.atco.svc.cluster.local:8080/v1/token
apio,apio-campanha-consentimento-java,application-dev.properties,url.rest.lgpd-campanha-consentimento,lgpd-campanha-consentimento-java.lgpd-dev.svc.cluster.local:8080
apio,apio-campanha-consentimento-java,application-hml.properties,url.rest.lgpd-campanha-consentimento,lgpd-campanha-consentimento-java.lgpd-hml.svc.cluster.local:8080
apio,apio-campanha-consentimento-java,application-prd.properties,url.rest.lgpd-campanha-consentimento,lgpd-campanha-consentimento-java.lgpd.svc.cluster.local:8080
apio,apio-canal-manifestacao-lgpd-java,application-dev.properties,url.rest.lgpd-customer-data,lgpd-manifestacao-java.lgpd-dev.svc.cluster.local:8080
apio,apio-canal-manifestacao-lgpd-java,application-hml.properties,url.rest.lgpd-customer-data,lgpd-manifestacao-java.lgpd-hml.svc.cluster.local:8080
apio,apio-canal-manifestacao-lgpd-java,application-prd.properties,url.rest.lgpd-customer-data,lgpd-manifestacao-java.lgpd.svc.cluster.local:8080
apio,apio-canal-pagamentos-pix-java,application-dev.properties,url.current.payment,empp-pagamentos-pix-java.empp-dev.svc.cluster.local:8080/
apio,apio-canal-pagamentos-pix-java,application-hml.properties,url.current.payment,empp-pagamentos-pix-java.empp-hml.svc.cluster.local:8080/
apio,apio-canal-pagamentos-pix-java,application-prd.properties,url.current.payment,empp-pagamentos-pix-java.empp.svc.cluster.local:8080/
apio,apio-canal-cartao-pre-pago-virtual-java,application-dev.properties,#url.virtual.card,ctcr-pre-pago-virtual-java.ctcr-h.svc.cluster.local:8080
apio,apio-canal-cartao-pre-pago-virtual-java,application-dev.properties,url.virtual.card,ctcr-pre-pago-virtual-java.apps.ocp-h.original.com.br
apio,apio-canal-cartao-pre-pago-virtual-java,application-hml.properties,#url.virtual.card,ctcr-pre-pago-virtual-java.ctcr-h.svc.cluster.local:8080
apio,apio-canal-cartao-pre-pago-virtual-java,application-hml.properties,url.virtual.card,ctcr-pre-pago-virtual-java.apps.ocp-h.original.com.br
apio,apio-canal-cartao-pre-pago-virtual-java,application-prd.properties,url.virtual.card,ctcr-pre-pago-virtual-java.ctcr.svc.cluster.local:8080
apio,apio-autenticacao-baas-java,application-dev.properties,notification.callback,dev-api.openbanking.com.br/notifications/v1/callback
apio,apio-autenticacao-baas-java,application-dev.properties,oauth2.motor.access-token-uri,dev-api.openbanking.com.br/oauth/v1/access-token
apio,apio-autenticacao-baas-java,application-hml.properties,notification.callback,hml-api.openbanking.com.br/notifications/v1/callback
apio,apio-autenticacao-baas-java,application-hml.properties,oauth2.motor.access-token-uri,hml-api.openbanking.com.br/oauth/v1/access-token
apio,apio-autenticacao-baas-java,application-prd.properties,notification.callback,api.openbanking.com.br/notifications/v1/callback
apio,apio-autenticacao-baas-java,application-prd.properties,oauth2.motor.access-token-uri,api.openbanking.com.br/oauth/v1/access-token
apio,apio-autenticacao-baas-java,application-dev.properties,notification.callback,dev-api.openbanking.com.br/notifications/v1/callback
apio,apio-autenticacao-baas-java,application-dev.properties,oauth2.motor.access-token-uri,dev-api.openbanking.com.br/oauth/v1/access-token
apio,apio-autenticacao-baas-java,application-hml.properties,notification.callback,hml-api.openbanking.com.br/notifications/v1/callback
apio,apio-autenticacao-baas-java,application-hml.properties,oauth2.motor.access-token-uri,hml-api.openbanking.com.br/oauth/v1/access-token
apio,apio-autenticacao-baas-java,application-prd.properties,notification.callback,api.openbanking.com.br/notifications/v1/callback
apio,apio-autenticacao-baas-java,application-prd.properties,oauth2.motor.access-token-uri,api.openbanking.com.br/oauth/v1/access-token
apio,apio-canal-abertura-cadastro-java,application-dev.properties,registers.request.url,cdps-orq-abertura-cadastro-java.cdps-dev.svc.cluster.local:8080
apio,apio-canal-abertura-cadastro-java,application-hml.properties,registers.request.url,cdps-orq-abertura-cadastro-java.cdps-hml.svc.cluster.local:8080
apio,apio-canal-abertura-cadastro-java,application-prd.properties,registers.request.url,cdps-orq-abertura-cadastro-java.cdps.svc.cluster.local:8080
apio,apio-identidade-digital-web-java,application-dev.properties,api_gateway_login_endpoint,d.api-gateway.original.com.br:8080/auth-id/v1/login
apio,apio-identidade-digital-web-java,application-dev.properties,api_gateway_applications_endpoint,d.api-gateway.original.com.br:8080/auth-id/v1/applications
apio,apio-identidade-digital-web-java,application-dev.properties,api_termo_aceite_endpoint,d.api-gateway.original.com.br:8080/auth-id/v1/terms-conditions/consents
apio,apio-identidade-digital-web-java,application-dev.properties,api_gateway_grantcode_endpoint,d.api-gateway.original.com.br:8080/auth-id/v1/grant-code
apio,apio-identidade-digital-web-java,application-dev.properties,api_gateway_accesstoken_endpoint,d.api-gateway.original.com.br:8080/auth-id/v1/access-token
apio,apio-identidade-digital-web-java,application-dev.properties,api_gateway_me_endpoint,d.api-gateway.original.com.br:8080/auth-id/v1/me
apio,apio-identidade-digital-web-java,application-dev.properties,google.recaptcha.url,www.google.com/recaptcha/api/siteverify
apio,apio-identidade-digital-web-java,application-hml.properties,api_gateway_login_endpoint,h.api-gateway.original.com.br:8080/auth-id/v1/login
apio,apio-identidade-digital-web-java,application-hml.properties,api_gateway_applications_endpoint,h.api-gateway.original.com.br:8080/auth-id/v1/applications
apio,apio-identidade-digital-web-java,application-hml.properties,api_termo_aceite_endpoint,h.api-gateway.original.com.br:8080/auth-id/v1/terms-conditions/consents
apio,apio-identidade-digital-web-java,application-hml.properties,api_gateway_grantcode_endpoint,h.api-gateway.original.com.br:8080/auth-id/v1/grant-code
apio,apio-identidade-digital-web-java,application-hml.properties,api_gateway_accesstoken_endpoint,h.api-gateway.original.com.br:8080/auth-id/v1/access-token
apio,apio-identidade-digital-web-java,application-hml.properties,api_gateway_me_endpoint,h.api-gateway.original.com.br:8080/auth-id/v1/me
apio,apio-identidade-digital-web-java,application-hml.properties,google.recaptcha.url,www.google.com/recaptcha/api/siteverify
apio,apio-identidade-digital-web-java,application-prd.properties,api_gateway_login_endpoint,api-gateway.original.com.br:8080/auth-id/v1/login
apio,apio-identidade-digital-web-java,application-prd.properties,api_gateway_applications_endpoint,api-gateway.original.com.br:8080/auth-id/v1/applications
apio,apio-identidade-digital-web-java,application-prd.properties,api_termo_aceite_endpoint,api-gateway.original.com.br:8080/auth-id/v1/terms-conditions/consents
apio,apio-identidade-digital-web-java,application-prd.properties,api_gateway_grantcode_endpoint,api-gateway.original.com.br:8080/auth-id/v1/grant-code
apio,apio-identidade-digital-web-java,application-prd.properties,api_gateway_accesstoken_endpoint,api-gateway.original.com.br:8080/auth-id/v1/access-token
apio,apio-identidade-digital-web-java,application-prd.properties,api_gateway_me_endpoint,api-gateway.original.com.br:8080/auth-id/v1/me
apio,apio-identidade-digital-web-java,application-prd.properties,google.recaptcha.url,www.google.com/recaptcha/api/siteverify
apio,apio-canal-dados-cliente-java,application-dev.properties,base.url.dados.cliente.interno,bcodmswrkctn01:8411
apio,apio-canal-dados-cliente-java,application-hml.properties,base.url.dados.cliente.interno,bcohmswrkctn01:8411
apio,apio-canal-dados-cliente-java,application-prd.properties,base.url.dados.cliente.interno,bcopmswrkctn01:8411
apio,apio-canal-termo-aceite-java,application-dev.properties,url.apio.termoaceite,bcodmswrkctn01:8584/apio-termo-aceite-java/v1
apio,apio-canal-termo-aceite-java,application-hml.properties,url.apio.termoaceite,bcohmswrkctn01:8584/apio-termo-aceite-java/v1
apio,apio-canal-termo-aceite-java,application-prd.properties,url.apio.termoaceite,bcopmswrkctn01:8584/apio-termo-aceite-java/v1
apio,apio-canal-autenticacao-teclado-virtual-java,application-dev.properties,atcl.url,bcodmswrkctn01:8582/atcl-autenticacao-teclado-virtual-java/v1/jwt
apio,apio-canal-autenticacao-teclado-virtual-java,application-hml.properties,atcl.url,vshmsctnprodutos:8582/atcl-autenticacao-teclado-virtual-java/v1/jwt
apio,apio-canal-autenticacao-teclado-virtual-java,application-prd.properties,atcl.url,vsmsctnprodutos:8582/atcl-autenticacao-teclado-virtual-java/v1/jwt
cdps,cdps-tratamento-cep-java,application-dev.properties,cep.request.url,vshacad.bcocorporate.ad:5052/api/Endereco/v1/ObterEndereco
cdps,cdps-tratamento-cep-java,application-hml.properties,cep.request.url,vshacad.bcocorporate.ad:5052/api/Endereco/v1/ObterEndereco
cdps,cdps-tratamento-cep-java,application-prd.properties,cep.request.url,vsacadprdback:5052/api/Endereco/v1/ObterEndereco
cdps,cdps-manutencao-prospect-java,application-dev.properties,acad.java.url,vshacad.bcocorporate.ad:5052
cdps,cdps-manutencao-prospect-java,application-hml.properties,acad.java.url,vshacad.bcocorporate.ad:5052
cdps,cdps-manutencao-prospect-java,application-prd.properties,acad.java.url,vsacadprdback:5052
cdps,cdps-atualizacao-dados-cadastrais-java,application-dev.properties,acad.apoio.cadastro.url,bcodacadapp01:5052
cdps,cdps-atualizacao-dados-cadastrais-java,application-dev.properties,acad.consultas.dominios.java.url,acad-consultas-dominios-java.apps.ocp-h.original.com.br
cdps,cdps-atualizacao-dados-cadastrais-java,application-hml.properties,acad.apoio.cadastro.url,vshacad.bcocorporate.ad:5052
cdps,cdps-atualizacao-dados-cadastrais-java,application-hml.properties,acad.consultas.dominios.java.url,acad-consultas-dominios-java.apps.ocp-h.original.com.br
cdps,cdps-orq-cadastro-nao-correntista-java,application-dev.properties,original.register.acadUrl,bcodacadapp01:5052/api/PessoaFisica/v1/IncluirPessoaFisica
cdps,cdps-orq-cadastro-nao-correntista-java,application-dev.properties,#original.register.partnershipUrl,bcodmswrkctn01:8086/parc-abertura-cadastro-java/v1/customers/partnerships
cdps,cdps-orq-cadastro-nao-correntista-java,application-dev.properties,original.register.partnershipUrl,parc-abertura-cadastro-java.parc-dev.svc.cluster.local:8080/v1/customers/partnerships
cdps,cdps-orq-cadastro-nao-correntista-java,application-dev.properties,#original.register.partnershipUrl,parc-abertura-cadastro-java.apps.ocp-d.original.com.br/v1/customers/partnerships
cdps,cdps-orq-cadastro-nao-correntista-java,application-dev.properties,original.register.acadMininumDataUrl,bcodacadapp01:5052/api/PessoaFisica/v1/SalvarPessoaFisicaParceria
cdps,cdps-orq-cadastro-nao-correntista-java,application-hml.properties,original.register.acadUrl,vshacad.bcocorporate.ad:5052/api/PessoaFisica/v1/IncluirPessoaFisica
cdps,cdps-orq-cadastro-nao-correntista-java,application-hml.properties,#original.register.partnershipUrl,vshmsctnprodutos:8086/parc-abertura-cadastro-java/v1/customers/partnerships
cdps,cdps-orq-cadastro-nao-correntista-java,application-hml.properties,original.register.partnershipUrl,parc-abertura-cadastro-java.parc-hml.svc.cluster.local:8080/v1/customers/partnerships
cdps,cdps-orq-cadastro-nao-correntista-java,application-hml.properties,#original.register.partnershipUrl,parc-abertura-cadastro-java.apps.ocp-h.original.com.br/
cdps,cdps-orq-cadastro-nao-correntista-java,application-hml.properties,original.register.acadMininumDataUrl,vshacad.bcocorporate.ad:5052/api/PessoaFisica/v1/SalvarPessoaFisicaParceria
cdps,cdps-orq-cadastro-nao-correntista-java,application-prd.properties,original.register.acadUrl,vsacadprdback:5052/api/PessoaFisica/v1/IncluirPessoaFisica
cdps,cdps-orq-cadastro-nao-correntista-java,application-prd.properties,#original.register.partnershipUrl,vsmsctnprodutos:8086/parc-abertura-cadastro-java/v1/customers/partnerships
cdps,cdps-orq-cadastro-nao-correntista-java,application-prd.properties,original.register.partnershipUrl,parc-abertura-cadastro-java.parc.svc.cluster.local:8080/v1/customers/partnerships
cdps,cdps-orq-cadastro-nao-correntista-java,application-prd.properties,original.register.acadMininumDataUrl,vsacadprdback:5052/api/PessoaFisica/v1/SalvarPessoaFisicaParceria
cdps,cdps-officer-java-ocp,application.properties,swagger.api.termsOfServiceUrl,www.original.com.br
cdps,cdps-officer-java-ocp-old,application.properties,swagger.api.termsOfServiceUrl,www.original.com.br
cdps,cdps-pessoa-juridica-java,application-dev.properties,microsservice.acad.server,bcohacadapp01:5052
cdps,cdps-pessoa-juridica-java,application-dev.properties,microsservice.parse.base-path,vsmscorporativo11:8164/cdps/acad-parse/v1/
cdps,cdps-pessoa-juridica-java,application-dev.properties,microsservice.cdps-atualizacao.server,cdps-atualizacao-dados-cadastrais-java.apps.ocp-d.original.com.br
cdps,cdps-pessoa-juridica-java,application-hml.properties,microsservice.acad.server,bcohacadapp01:5052
cdps,cdps-pessoa-juridica-java,application-hml.properties,microsservice.parse.base-path,vsmscorporativo11:8164/cdps/acad-parse/v1/
cdps,cdps-pessoa-juridica-java,application-hml.properties,microsservice.cdps-atualizacao.server,cdps-atualizacao-dados-cadastrais-java.apps.ocp-h.original.com.br
cdps,cdps-pessoa-juridica-java,application-prd.properties,microsservice.acad.server,bcopacadapp01:5052
cdps,cdps-pessoa-juridica-java,application-prd.properties,microsservice.parse.base-path,vsmscorporativo11:8164/cdps/acad-parse/v1/
cdps,cdps-pessoa-juridica-java,application-prd.properties,microsservice.cdps-atualizacao.server,cdps-atualizacao-dados-cadastrais-java.original.com.br
cdps,cdps-atualizar-dados-empregador-java,application-dev.properties,original.url.cdps.atualizar.dados.empregador.net,bcodacadapp01:5052
cdps,cdps-atualizar-dados-empregador-java,application-hml.properties,original.url.cdps.atualizar.dados.empregador.net,bcohacadapp01:5052
cdps,cdps-atualizar-dados-empregador-java,application-prd.properties,original.url.cdps.atualizar.dados.empregador.net,vsacadprdback:5052
cdps,cdps-atualizar-dados-conjuge-java,application-dev.properties,original.url.cdps.atualizar.dados.conjuge.net,bcodacadapp01:5052
cdps,cdps-atualizar-dados-conjuge-java,application-hml.properties,original.url.cdps.atualizar.dados.conjuge.net,bcohacadapp01:5052
cdps,cdps-atualizar-dados-conjuge-java,application-prd.properties,original.url.cdps.atualizar.dados.conjuge.net,vsacadprdback:5052
cdps,cdps-atualizar-contato-cadastro-java,application-dev.properties,microsservice.acad-apoio-cadastro.base-path,bcodacadapp01:5052/api
cdps,cdps-atualizar-contato-cadastro-java,application-hml.properties,microsservice.acad-apoio-cadastro.base-path,bcohacadapp01:5052/api
cdps,cdps-atualizar-contato-cadastro-java,application-prd.properties,microsservice.acad-apoio-cadastro.base-path,bcopacadapp01:5052/api
cdps,cdps-atualizar-contato-cadastro-java,application.properties,microsservice.acad-apoio-cadastro.base-path,bcodacadapp01:5052/api
cdps,cdps-campanhas-java,application-dev.properties,service.acade.url,bcodacadapp01:5052
cdps,cdps-campanhas-java,application-hml.properties,service.acade.url,bcohacadapp01:5052
cdps,cdps-campanhas-java,application-prd.properties,service.acade.url,bcopacadapp01:5052
cdps,cdps-rendas-java,application-dev.properties,acad.salvar.renda.api.url,bcodacadapp01:5052/api/PessoaFisica/v1/AtualizarRenda
cdps,cdps-rendas-java,application-hml.properties,acad.salvar.renda.api.url,bcohacadapp01:5052/api/PessoaFisica/v1/AtualizarRenda
cdps,cdps-rendas-java,application-prd.properties,acad.salvar.renda.api.url,vsacadprdback:5052/api/PessoaFisica/v1/AtualizarRenda
cdps,cdps-officer-java,application-dev.properties,acad.apoio.cadastro.url,vshacad.bcocorporate.ad:5052
cdps,cdps-officer-java,application-hml.properties,acad.apoio.cadastro.url,vshacad.bcocorporate.ad:5052
cdps,cdps-officer-java,application-prd.properties,acad.apoio.cadastro.url,vsacadprdback:5052
cdps,cdps-officer-java,application.properties,swagger.api.termsOfServiceUrl,www.original.com.br
cdps,cdps-empresas-java,application-dev.properties,acad.apoio.cadastro.url,bcohacadapp01:5052
cdps,cdps-empresas-java,application-hml.properties,acad.apoio.cadastro.url,bcohacadapp01:5052
cdps,cdps-consultas-id-fisico-java,application.properties,swagger.api.termsOfServiceUrl,www.original.com.br
cdps,cdps-consultas-id-fisico-java,application.properties,swagger.api.license.url,www.apache.org/licenses/LICENSE-2.0.html
cdps,cdps-verificar-cliente-java,application.properties,swagger.api.termsOfServiceUrl,www.original.com.br/politicaprivacidade/
cdps,cdps-verificar-cliente-java,application.properties,swagger.api.licenceUrl,www.apache.org/licenses/LICENSE-2.0.html
cdps,cdps-produtos-java,application.properties,swagger.api.termsOfServiceUrl,www.original.com.br
cdps,cdps-validacao-posse-dados-java,application-dev.properties,original.validation.atadUrl,bcodmswrkctn01:8694/atad-validacao-posse-dados-java/v1/data-possessions
cdps,cdps-validacao-posse-dados-java,application-dev.properties,original.validation.sendMessageUrl,bcohmswrk11:8250/cmmo-ceno/v1/processNotification
cdps,cdps-validacao-posse-dados-java,application-hml.properties,original.validation.atadUrl,bcohmswrkctn01:8694/atad-validacao-posse-dados-java/v1/data-possessions
cdps,cdps-validacao-posse-dados-java,application-hml.properties,original.validation.sendMessageUrl,bcohmswrk11:8250/cmmo-ceno/v1/processNotification
cdps,cdps-validacao-posse-dados-java,application-prd.properties,original.validation.atadUrl,vsmsctnprodutos:8694/atad-validacao-posse-dados-java/v1/data-possessions
cdps,cdps-validacao-posse-dados-java,application-prd.properties,original.validation.sendMessageUrl,vsmscorporativo11:8250/cmmo-ceno/v1/processNotification
cdps,cdps-validacao-posse-dados-java,application.properties,original.swagger.termsOfServiceUrl,www.original.com.br
cdps,cdps-validacao-posse-dados-java,application.properties,original.swagger.contactUrl,www.original.com.br
cdps,cdps-sincronizacao-tabelas-java,application.properties,swagger.api.termsOfServiceUrl,www.original.com.br
cdps,cdps-sincronizacao-tabelas-java,application.properties,swagger.api.license.url,www.apache.org/licenses/LICENSE-2.0.html
cdps,cdps-orq-abertura-cadastro-java,application-dev.properties,original.register.acadUrl,bcodacadapp01:5052/api/PessoaFisica/v1/IncluirPessoaFisica
cdps,cdps-orq-abertura-cadastro-java,application-dev.properties,#original.register.partnershipUrl,bcodmswrkctn01:8086/parc-abertura-cadastro-java/v1/customers/partnerships
cdps,cdps-orq-abertura-cadastro-java,application-dev.properties,original.register.partnershipUrl,parc-abertura-cadastro-java.parc-dev.svc.cluster.local:8080/v1/customers/partnerships
cdps,cdps-orq-abertura-cadastro-java,application-dev.properties,#original.register.partnershipUrl,parc-abertura-cadastro-java.apps.ocp-d.original.com.br/v1/customers/partnerships
cdps,cdps-orq-abertura-cadastro-java,application-hml.properties,original.register.acadUrl,vshacad.bcocorporate.ad:5052/api/PessoaFisica/v1/IncluirPessoaFisica
cdps,cdps-orq-abertura-cadastro-java,application-hml.properties,#original.register.partnershipUrl,vshmsctnprodutos:8086/parc-abertura-cadastro-java/v1/customers/partnerships
cdps,cdps-orq-abertura-cadastro-java,application-hml.properties,original.register.partnershipUrl,parc-abertura-cadastro-java.parc-hml.svc.cluster.local:8080/v1/customers/partnerships
cdps,cdps-orq-abertura-cadastro-java,application-hml.properties,#original.register.partnershipUrl,parc-abertura-cadastro-java.apps.ocp-h.original.com.br/
cdps,cdps-orq-abertura-cadastro-java,application-prd.properties,original.register.acadUrl,vsacadprdback:5052/api/PessoaFisica/v1/IncluirPessoaFisica
cdps,cdps-orq-abertura-cadastro-java,application-prd.properties,#original.register.partnershipUrl,vsmsctnprodutos:8086/parc-abertura-cadastro-java/v1/customers/partnerships
cdps,cdps-orq-abertura-cadastro-java,application-prd.properties,original.register.partnershipUrl,parc-abertura-cadastro-java.parc.svc.cluster.local:8080/v1/customers/partnerships
cdps,cdps-enriquecer-dados-tef-parcerias-java,application.properties,swagger.api.termsOfServiceUrl,www.original.com.br
cdps,cdps-enriquecer-dados-tef-parcerias-java,application.properties,swagger.api.license.url,www.apache.org/licenses/LICENSE-2.0.html
cdps,cdps-cmm-rest-java,application-dev.properties,original.url.rest.prospect.suppliers,vshmsctnprodutos:8119/reip/prospect-suppliers-status-pj
cdps,cdps-cmm-rest-java,application-dev.properties,original.url.rest.visit-report-kyc.base,vshmsctnprodutos:8275/cdps-atualizar-cadastro-java
cdps,cdps-cmm-rest-java,application-dev.properties,original.acad.acesso.url,bcodacadapp01.bcocorporate.ad:5054/AcessoService.svc
cdps,cdps-cmm-rest-java,application-dev.properties,original.acad.consulta.url,bcodacadapp01.bcocorporate.ad:5051/
cdps,cdps-cmm-rest-java,application-hml.properties,original.url.rest.prospect.suppliers,vshmsctnprodutos:8119/reip/prospect-suppliers-status-pj
cdps,cdps-cmm-rest-java,application-hml.properties,original.url.rest.visit-report-kyc.base,vshmsctnprodutos:8275/cdps-atualizar-cadastro-java
cdps,cdps-cmm-rest-java,application-hml.properties,original.acad.acesso.url,bcohacadapp01.bcocorporate.ad:5054/AcessoService.svc
cdps,cdps-cmm-rest-java,application-hml.properties,original.acad.consulta.url,bcohacadapp01.bcocorporate.ad:5051/
cdps,cdps-cmm-rest-java,application-prd.properties,original.url.rest.prospect.suppliers,vsmsctnprodutos:8119/reip/prospect-suppliers-status-pj
cdps,cdps-cmm-rest-java,application-prd.properties,original.url.rest.visit-report-kyc.base,vsmsctnprodutos:8275/cdps-atualizar-cadastro-java
cdps,cdps-cmm-rest-java,application-prd.properties,original.acad.acesso.url,bcopacadapp01.bcocorporate.ad:5054/AcessoService.svc
cdps,cdps-cmm-rest-java,application-prd.properties,original.acad.consulta.url,bcopacadapp01.bcocorporate.ad:5051/
cdps,cdps-segmentos-java,application.properties,br.com.original.swagger.termsOfServiceUrl,www.original.com.br
cdps,cdps-segmentos-java,application.properties,br.com.original.swagger.contact.url,www.original.com.br
cdps,cdps-operacoes-clientes-java,application-dev.properties,original.endpoint.system.user,tbgr-usuario-sistema-java.tbgr-dev.svc.cluster.local:8080
cdps,cdps-operacoes-clientes-java,application-dev.properties,original.endpoint.status,tbgr-consultas-java.tbgr-dev.svc.cluster.local:8080
cdps,cdps-operacoes-clientes-java,application-hml.properties,original.endpoint.system.user,tbgr-usuario-sistema-java.tbgr-hml.svc.cluster.local:8080
cdps,cdps-operacoes-clientes-java,application-hml.properties,original.endpoint.status,tbgr-consultas-java.tbgr-hml.svc.cluster.local:8080
cdps,cdps-operacoes-clientes-java,application-prd.properties,original.endpoint.system.user,tbgr-usuario-sistema-java.tbgr.svc.cluster.local:8080
cdps,cdps-operacoes-clientes-java,application-prd.properties,original.endpoint.status,tbgr-consultas-java.tbgr.svc.cluster.local:8080
cdps,cdps-servicos-cmm-java,application-dev.properties,cmm.endpoint,VSCMMHOM:7080/CMM_SERVICES
cdps,cdps-servicos-cmm-java,application-hml.properties,cmm.endpoint,VSCMMHOM:7080/CMM_SERVICES
cdps,cdps-servicos-cmm-java,application-prd.properties,cmm.endpoint,VSCMMPROD:7080/CMM_SERVICES
cdps,cdps-contas-java,application-dev.properties,cmm.endpoint,bcodcmm01:7080/CMM_SERVICES
cdps,cdps-abertura-cadastro-java,application-dev.properties,cmm.client.endpoint,BCODCMM01:7080/CMM_SERVICES
cdps,cdps-abertura-cadastro-java,application-dev.properties,acad.client.endpoint,bcodacadapp01:5051/CyberbankService.svc?wsdl
cdps,cdps-abertura-cadastro-java,application-dev.properties,url.partnership,bcodmswrkctn01:8086/parc/partnership-registry/v1/
cdps,cdps-abertura-cadastro-java,application-dev.properties,cep.uri,bcodacadapp01:5055/EnderecoService.svc
cdps,cdps-abertura-cadastro-java,application-dev.properties,acesso.uri,bcodacadapp01:5054/AcessoService.svc
cdps,cdps-abertura-cadastro-java,application-dev.properties,url.incluir.pessoa.fisica,bcodacadapp01:5052/api/PessoaFisica/v1/Salvar
cdps,cdps-abertura-cadastro-java,application-hml.properties,cmm.client.endpoint,VSCMMHOM:7080/CMM_SERVICES
cdps,cdps-abertura-cadastro-java,application-hml.properties,acad.client.endpoint,BCOHACADAPP01:5051/CyberbankService.svc
cdps,cdps-abertura-cadastro-java,application-hml.properties,url.partnership,bcohmetaapp01:8086/parc/partnership-registry/v1/
cdps,cdps-abertura-cadastro-java,application-hml.properties,cep.uri,bcohacadapp01:5055/EnderecoService.svc
cdps,cdps-abertura-cadastro-java,application-hml.properties,acesso.uri,bcohacadapp01:5054/AcessoService.svc
cdps,cdps-abertura-cadastro-java,application-hml.properties,url.incluir.pessoa.fisica,bcohacadapp01:5052/api/PessoaFisica/v1/Salvar
cdps,cdps-abertura-cadastro-java,application-prd.properties,cmm.client.endpoint,VSCMMPROD:7080/CMM_SERVICES
cdps,cdps-abertura-cadastro-java,application-prd.properties,acad.client.endpoint,VSACADPRDBACK:5051/CyberbankService.svc
cdps,cdps-abertura-cadastro-java,application-prd.properties,url.partnership,vsmscorporativo8:8086/parc/partnership-registry/v1/
cdps,cdps-abertura-cadastro-java,application-prd.properties,cep.uri,VSACADPRDBACK:5055/EnderecoService.svc
cdps,cdps-abertura-cadastro-java,application-prd.properties,acesso.uri,VSACADPRDBACK:5054/AcessoService.svc
cdps,cdps-abertura-cadastro-java,application-prd.properties,url.incluir.pessoa.fisica,vsacadprdback.bcocorporate.ad:5052/api/PessoaFisica/v1/Salvar
cdps,cdps-atualizar-cadastro-java,application-dev.properties,cyber.bank.url,bcodacadapp01:5051/CyberbankService.svc
cdps,cdps-atualizar-cadastro-java,application-dev.properties,pessoa.fisica.url,bcodacadapp01:5051/PessoaFisicaService.svc
