Sigla,Projeto,Arquivo,Nome da Variável,URL
mcsv,mcsv-autenticacao-area-nao-logada-java,application-prd.properties,url.atcl-autenticacao-area-nao-logada-java.path,atcl-autenticacao-area-nao-logada-java.atcl.svc.cluster.local:8080/v1
mcsv,mcsv-autenticacao-area-nao-logada-java,application-prd.properties,cdps.consultar.informacoes.endpoint,cdps-consultar-informacoes-cliente-java.cdps.svc.cluster.local:8080/v1
mcsv,mcsv-autenticacao-area-nao-logada-java,application-prd.properties,ceno.endpoint,ceno-servicos-cmm-java.ceno.svc.cluster.local:8080
mcsv,mcsv-autenticacao-area-nao-logada-java,application-prd.properties,clbk.url,clbk-gerenciamento-java.clbk.svc.cluster.local:8080
mcsv,mcsv-folha-pagamento-java,application-dev.properties,app.payroll.url,bcohmswrkctn01:8831/pgto-folha-pagamento-java/v1
mcsv,mcsv-folha-pagamento-java,application-hml.properties,app.payroll.url,bcohmswrkctn01:8831/pgto-folha-pagamento-java/v1
mcsv,mcsv-folha-pagamento-java,application-prd.properties,app.payroll.url,vsmsctnprodutos:8831/pgto-folha-pagamento-java/v1
mcsv,mcsv-folha-pagamento-java,application.properties,app.payroll.url,bcodmswrkctn01:8831/pgto-folha-pagamento-java/v1
mcsv,mcsv-carteira-investimentos-java,application-dev.properties,feign.url.inve.produtos,inve-produtos-java.inve-dev.svc.cluster.local:8080/v1
mcsv,mcsv-carteira-investimentos-java,application-dev.properties,feign.url.inve.classificacao,inve-classificacao-clientes-java.inve-dev.svc.cluster.local:8080/v1
mcsv,mcsv-carteira-investimentos-java,application-dev.properties,feign.url.invo.rentabilidade,invo-rentabilidade-java.invo-dev.svc.cluster.local:8080/v1
mcsv,mcsv-carteira-investimentos-java,application-dev.properties,feign.url.fdo.consult,fdos-consulta-investimentos-java.fdos-dev.svc.cluster.local:8080/v1
mcsv,mcsv-carteira-investimentos-java,application-dev.properties,feign.url.tsbo.produtos,bcodmswrkctn01:8232/tsbo-products-java/v1
mcsv,mcsv-carteira-investimentos-java,application-dev.properties,feign.fdos.url,fdos-investimentos-java.fdos-dev.svc.cluster.local:8080/v1
mcsv,mcsv-carteira-investimentos-java,application-hml.properties,feign.url.inve.produtos,inve-produtos-java.inve-hml.svc.cluster.local:8080/v1
mcsv,mcsv-carteira-investimentos-java,application-hml.properties,#feign.url.inve.produtos,inve-produtos-java.apps.ocp-h.original.com.br/v1
mcsv,mcsv-carteira-investimentos-java,application-hml.properties,feign.url.inve.classificacao,inve-classificacao-clientes-java.inve-hml.svc.cluster.local:8080/v1
mcsv,mcsv-carteira-investimentos-java,application-hml.properties,#feign.url.inve.classificacao,inve-classificacao-clientes-java.apps.ocp-h.original.com.br/v1
mcsv,mcsv-carteira-investimentos-java,application-hml.properties,feign.url.invo.rentabilidade,invo-rentabilidade-java.invo-hml.svc.cluster.local:8080/v1
mcsv,mcsv-carteira-investimentos-java,application-hml.properties,#feign.url.invo.rentabilidade,invo-rentabilidade-java.apps.ocp-h.original.com.br/v1
mcsv,mcsv-carteira-investimentos-java,application-hml.properties,feign.url.fdo.consult,fdos-consulta-investimentos-java.fdos-hml.svc.cluster.local:8080/v1
mcsv,mcsv-carteira-investimentos-java,application-hml.properties,#feign.url.fdo.consult,fdos-consulta-investimentos-java.apps.ocp-h.original.com.br/v1
mcsv,mcsv-carteira-investimentos-java,application-hml.properties,feign.url.tsbo.produtos,vshmsctnprodutos:8232/tsbo-products-java/v1
mcsv,mcsv-carteira-investimentos-java,application-hml.properties,feign.fdos.url,fdos-investimentos-java.fdos-hml.svc.cluster.local:8080/v1
mcsv,mcsv-carteira-investimentos-java,application-hml.properties,#feign.fdos.url,fdos-investimentos-java.apps.ocp-h.original.com.br/v1
mcsv,mcsv-carteira-investimentos-java,application-prd.properties,feign.url.inve.produtos,inve-produtos-java.inve.svc.cluster.local:8080/v1
mcsv,mcsv-carteira-investimentos-java,application-prd.properties,feign.url.inve.classificacao,inve-classificacao-clientes-java.inve.svc.cluster.local:8080/v1
mcsv,mcsv-carteira-investimentos-java,application-prd.properties,feign.url.invo.rentabilidade,invo-rentabilidade-java.invo.svc.cluster.local:8080/v1
mcsv,mcsv-carteira-investimentos-java,application-prd.properties,feign.url.fdo.consult,fdos-consulta-investimentos-java.fdos.svc.cluster.local:8080/v1
mcsv,mcsv-carteira-investimentos-java,application-prd.properties,feign.url.tsbo.produtos,vsmsctnprodutos.bcocorporate.ad:8232/tsbo-products-java/v1
mcsv,mcsv-carteira-investimentos-java,application-prd.properties,feign.fdos.url,fdos-investimentos-java.fdos.svc.cluster.local:8080/v1
mcsv,mcsv-carteira-investimentos-java,application.properties,feign.url.inve.produtos,inve-produtos-java.apps.ocp-h.original.com.br/v1
mcsv,mcsv-carteira-investimentos-java,application.properties,#feign.url.inve.produtos,vshmsctnprodutos:8238/inve-produtos-java/v1
mcsv,mcsv-carteira-investimentos-java,application.properties,feign.url.inve.classificacao,inve-classificacao-clientes-java.apps.ocp-h.original.com.br/v1
mcsv,mcsv-carteira-investimentos-java,application.properties,feign.url.invo.rentabilidade,bcodmswrkctn01:8893/invo-rentabilidade-java/v1
mcsv,mcsv-carteira-investimentos-java,application.properties,feign.url.fdo.consult,fdos-consulta-investimentos-java.apps.ocp-h.original.com.br/v1
mcsv,mcsv-carteira-investimentos-java,application.properties,feign.url.tsbo.produtos,vshmsctnprodutos:8232/tsbo-products-java/v1
mcsv,mcsv-carteira-investimentos-java,application.properties,feign.fdos.url,fdos-investimentos-java.fdos-dev.svc.cluster.local:8080/v1
mcsv,mcsv-interno-consultas-pix-java,application-dev.properties,original.url.payment-receipts.psti.base,nlb-development2-128684a0d7c47883.elb.sa-east-1.amazonaws.com:2196/ipix-comprovantes-psti
mcsv,mcsv-interno-consultas-pix-java,application-hml.properties,original.url.payment-receipts.psti.base,NLB-homolog2-5fe5bd18225aec14.elb.sa-east-1.amazonaws.com:2196/ipix-comprovantes-psti
mcsv,mcsv-interno-consultas-pix-java,application-prd.properties,original.url.payment-receipts.psti.base,NLB-production2-a0ac5383927a9ee7.elb.sa-east-1.amazonaws.com:2196/ipix-comprovantes-psti
mcsv,mcsv-cartao-java,application-prd.properties,cards.manutencao,ctcr-manutencao-java.ctcr.svc.cluster.local:8080
mcsv,mcsv-informacoes-investidor-java,application-dev.properties,feign.url.suitability,inve-suitability-java.inve-dev.svc.cluster.local:8080/v1
mcsv,mcsv-informacoes-investidor-java,application-dev.properties,feign.url.fdos.consulta,fdos-consulta-investimentos-java.fdos-dev.svc.cluster.local:8080/v1
mcsv,mcsv-informacoes-investidor-java,application-dev.properties,feign.url.inve.produtos,inve-produtos-java.inve-dev.svc.cluster.local:8080/v1
mcsv,mcsv-informacoes-investidor-java,application-dev.properties,feign.url.inve.classificacao,inve-classificacao-clientes-java.inve-dev.svc.cluster.local:8080/v1
mcsv,mcsv-informacoes-investidor-java,application-hml.properties,feign.url.suitability,inve-suitability-java.inve-hml.svc.cluster.local:8080/v1
mcsv,mcsv-informacoes-investidor-java,application-hml.properties,#feign.url.suitability,inve-suitability-java.apps.ocp-h.original.com.br/v1
mcsv,mcsv-informacoes-investidor-java,application-hml.properties,feign.url.fdos.consulta,fdos-consulta-investimentos-java.fdos-hml.svc.cluster.local:8080/v1
mcsv,mcsv-informacoes-investidor-java,application-hml.properties,#feign.url.fdos.consulta,fdos-consulta-investimentos-java.apps.ocp-h.original.com.br/v1
mcsv,mcsv-informacoes-investidor-java,application-hml.properties,feign.url.inve.produtos,inve-produtos-java.inve-hml.svc.cluster.local:8080/v1
mcsv,mcsv-informacoes-investidor-java,application-hml.properties,#feign.url.inve.produtos,inve-produtos-java.apps.ocp-h.original.com.br/v1
mcsv,mcsv-informacoes-investidor-java,application-hml.properties,feign.url.inve.classificacao,inve-classificacao-clientes-java.inve-hml.svc.cluster.local:8080/v1
mcsv,mcsv-informacoes-investidor-java,application-hml.properties,#feign.url.inve.classificacao,inve-classificacao-clientes-java.apps.ocp-h.original.com.br/v1
mcsv,mcsv-informacoes-investidor-java,application-prd.properties,feign.url.suitability,inve-suitability-java.inve.svc.cluster.local:8080/v1
mcsv,mcsv-informacoes-investidor-java,application-prd.properties,feign.url.fdos.consulta,fdos-consulta-investimentos-java.fdos.svc.cluster.local:8080/v1
mcsv,mcsv-informacoes-investidor-java,application-prd.properties,feign.url.inve.produtos,inve-produtos-java.inve.svc.cluster.local:8080/v1
mcsv,mcsv-informacoes-investidor-java,application-prd.properties,feign.url.inve.classificacao,inve-classificacao-clientes-java.inve.svc.cluster.local:8080/v1
mcsv,mcsv-informacoes-investidor-java,application.properties,feign.url.suitability,inve-suitability-java.apps.ocp-h.original.com.br/v1
mcsv,mcsv-informacoes-investidor-java,application.properties,feign.url.fdos.consulta,fdos-consulta-investimentos-java.apps.ocp-h.original.com.br/v1
mcsv,mcsv-informacoes-investidor-java,application.properties,feign.url.inve.classificacao,inve-classificacao-clientes-java.apps.ocp-h.original.com.br/v1
mcsv,mcsv-informacoes-investidor-java,application.properties,feign.url.inve.produtos,inve-produtos-java.apps.ocp-h.original.com.br/v1
mcsv,mcsv-consultas-clientes-java,application-dev.properties,br.com.original.swagger.termsOfServiceUrl,www.original.com.br
mcsv,mcsv-consultas-clientes-java,application-dev.properties,br.com.original.swagger.contact.url,www.original.com.br
mcsv,mcsv-consultas-clientes-java,application-dev.properties,microservice.consultar.customers,cdps-consultar-informacoes-cliente-java.apps.ocp-d.original.com.br/v1/customers/list/searches
mcsv,mcsv-consultas-clientes-java,application-hml.properties,br.com.original.swagger.termsOfServiceUrl,www.original.com.br
mcsv,mcsv-consultas-clientes-java,application-hml.properties,br.com.original.swagger.contact.url,www.original.com.br
mcsv,mcsv-consultas-clientes-java,application-hml.properties,microservice.consultar.customers,cdps-consultar-informacoes-cliente-java.apps.ocp-h.original.com.br/v1/customers/list/searches
mcsv,mcsv-consultas-clientes-java,application-prd.properties,br.com.original.swagger.termsOfServiceUrl,www.original.com.br
mcsv,mcsv-consultas-clientes-java,application-prd.properties,br.com.original.swagger.contact.url,www.original.com.br
mcsv,mcsv-consultas-clientes-java,application-prd.properties,microservice.consultar.customers,cdps-consultar-informacoes-cliente-java.original.com.br/v1/customers/list/searches
mcsv,mcsv-limites-cartoes-java,application-dev.properties,orquestrador.invoice.payment,bcodmswrkctn01:8752/ctcr-orq-pagamento-fatura-java
mcsv,mcsv-limites-cartoes-java,application-hml.properties,orquestrador.invoice.payment,bcohctcrapp01:8752/ctcr-orq-pagamento-fatura-java
mcsv,mcsv-limites-cartoes-java,application-prd.properties,orquestrador.invoice.payment,vsctcr.original.corp:8752/ctcr-orq-pagamento-fatura-java
mcsv,mcsv-renovacao-automatica-investimentos-java,application-dev.properties,feign.url.fixedIncomeProdSim,bcodmswrkctn01:8232/tsbo-products-java/v1
mcsv,mcsv-renovacao-automatica-investimentos-java,application-dev.properties,feign.url.fixedIncome,bcodmswrkctn01.bcocorporate.ad:8190/tsbo/investments/v1
mcsv,mcsv-renovacao-automatica-investimentos-java,application-hml.properties,feign.url.fixedIncomeProdSim,bcohmswrkctn01:8232/tsbo-products-java/v1
mcsv,mcsv-renovacao-automatica-investimentos-java,application-hml.properties,feign.url.fixedIncome,bcohmswrkctn01:8190/tsbo/investments/v1
mcsv,mcsv-renovacao-automatica-investimentos-java,application-prd.properties,feign.url.fixedIncomeProdSim,vsmsctnprodutos.bcocorporate.ad:8232/tsbo-products-java/v1
mcsv,mcsv-renovacao-automatica-investimentos-java,application-prd.properties,feign.url.fixedIncome,vsmsctnprodutos.bcocorporate.ad:8190/tsbo/investments/v1
mcsv,mcsv-interno-positivacao-cliente-java,application-dev.properties,#original.url.rest.atcl.auth-jwt,vshmsctnprodutos:8138/atcl-auth-jwt-java
mcsv,mcsv-interno-positivacao-cliente-java,application-dev.properties,#original.url.rest.atcl.auth-jwt,bcodmswrkctn01:8138/atcl-auth-jwt-java
mcsv,mcsv-interno-positivacao-cliente-java,application-hml.properties,#original.url.rest.atcl.auth-jwt,vshmsctnprodutos:8138/atcl-auth-jwt-java
mcsv,mcsv-interno-positivacao-cliente-java,application-prd.properties,#original.url.rest.atcl.auth-jwt,vsmsctnprodutos:8138/atcl-auth-jwt-java
mcsv,mcsv-cartao-virtual-java,application-dev.properties,virtualcard.addresskey,ctcr-cartao-virtual-java.ctcr-dev.svc.cluster.local:8080
mcsv,mcsv-cartao-virtual-java,application-hml.properties,virtualcard.addresskey,ctcr-cartao-virtual-java.ctcr-hml.svc.cluster.local:8080
mcsv,mcsv-cartao-virtual-java,application-prd.properties,virtualcard.addresskey,ctcr-cartao-virtual-java.ctcr.svc.cluster.local:8080
mcsv,mcsv-consultar-transacoes-parceiro-java,application-dev.properties,pgto.consultar,pgto-consultar-transacoes-parceiro-java.pgto-dev.svc.cluster.local:8080
mcsv,mcsv-consultar-transacoes-parceiro-java,application-hml.properties,pgto.consultar,pgto-consultar-transacoes-parceiro-java.pgto-hml.svc.cluster.local:8080
mcsv,mcsv-consultar-transacoes-parceiro-java,application-prd.properties,pgto.consultar,pgto-consultar-transacoes-parceiro-java.pgto.svc.cluster.local:8080
mcsv,mcsv-interno-poderes-java,application-dev.properties,zuul.routes.main.url,fepw-cmm-rest-java.fepw-dev.svc.cluster.local:8080
mcsv,mcsv-interno-poderes-java,application-hml.properties,zuul.routes.main.url,fepw-cmm-rest-java.fepw-hml.svc.cluster.local:8080
mcsv,mcsv-interno-poderes-java,application-prd.properties,zuul.routes.main.url,fepw-cmm-rest-java.fepw.svc.cluster.local:8080
mcsv,mcsv-pontos-rewards-java,application-dev.properties,feign.orchestration.a.client,rewd-pontos-acumulados-java.rewd-dev.svc.cluster.local:8080
mcsv,mcsv-pontos-rewards-java,application-dev.properties,feign.orchestration.rescue.client,rewd-resgate-pontos-java.rewd-dev.svc.cluster.local:8080
mcsv,mcsv-pontos-rewards-java,application-dev.properties,feign.orchestration.rewards.balance.client,rewd-saldo-clientes-java.rewd-dev.svc.cluster.local:8080
mcsv,mcsv-pontos-rewards-java,application-dev.properties,feign.orchestration.cdps.contas.clientes.java,cdps-contas-clientes-java.cdps-dev.svc.cluster.local:8080
mcsv,mcsv-pontos-rewards-java,application-hml.properties,feign.orchestration.a.client,rewd-pontos-acumulados-java.rewd-hml.svc.cluster.local:8080
mcsv,mcsv-pontos-rewards-java,application-hml.properties,feign.orchestration.rescue.client,rewd-resgate-pontos-java.rewd-hml.svc.cluster.local:8080
mcsv,mcsv-pontos-rewards-java,application-hml.properties,feign.orchestration.rewards.balance.client,rewd-saldo-clientes-java.rewd-hml.svc.cluster.local:8080
mcsv,mcsv-pontos-rewards-java,application-hml.properties,feign.orchestration.cdps.contas.clientes.java,cdps-contas-clientes-java.cdps-hml.svc.cluster.local:8080
mcsv,mcsv-pontos-rewards-java,application-prd.properties,feign.orchestration.a.client,rewd-pontos-acumulados-java.rewd.svc.cluster.local:8080
mcsv,mcsv-pontos-rewards-java,application-prd.properties,feign.orchestration.rescue.client,rewd-resgate-pontos-java.rewd.svc.cluster.local:8080
mcsv,mcsv-pontos-rewards-java,application-prd.properties,feign.orchestration.rewards.balance.client,rewd-saldo-clientes-java.rewd.svc.cluster.local:8080
mcsv,mcsv-pontos-rewards-java,application-prd.properties,feign.orchestration.cdps.contas.clientes.java,cdps-contas-clientes-java.cdps.svc.cluster.local:8080
mcsv,mcsv-interno-rewards-java,application-dev.properties,zuul.routes.main.url,rewd-cmm-rest-java.rewd-dev.svc.cluster.local:8080
mcsv,mcsv-interno-rewards-java,application-hml.properties,zuul.routes.main.url,rewd-cmm-rest-java.rewd-hml.svc.cluster.local:8080
mcsv,mcsv-interno-rewards-java,application-prd.properties,zuul.routes.main.url,rewd-cmm-rest-java.rewd.svc.cluster.local:8080
mcsv,mcsv-interno-previdencia-java,application-dev.properties,zuul.routes.main.url,prev-cmm-rest-java.prev-dev.svc.cluster.local:8080
mcsv,mcsv-interno-previdencia-java,application-hml.properties,zuul.routes.main.url,prev-cmm-rest-java.prev-hml.svc.cluster.local:8080
mcsv,mcsv-interno-previdencia-java,application-prd.properties,zuul.routes.main.url,prev-cmm-rest-java.prev.svc.cluster.local:8080
mcsv,mcsv-investimentos-fundos-java,application-dev.properties,feign.url.funds.terms,bcodmswrkctn01:8549/fdos-termos-java/v1
mcsv,mcsv-investimentos-fundos-java,application-dev.properties,#feign.url.funds.terms,localhost:8549/fdos-termos-java/v1
mcsv,mcsv-investimentos-fundos-java,application-dev.properties,feign.url.funds,bcodmswrkctn01:8249/fdos-consulta-investimentos-java/v1
mcsv,mcsv-investimentos-fundos-java,application-dev.properties,feign.cpds.url,bcodmswrkctn01:8548/cdps-operacoes-clientes-java/v1
mcsv,mcsv-investimentos-fundos-java,application-hml.properties,#feign.url.funds,vshmsctnprodutos.bcocorporate.ad:8249/fdos-consulta-investimentos-java/v1
mcsv,mcsv-investimentos-fundos-java,application-hml.properties,feign.url.funds,fdos-consulta-investimentos-java.apps.ocp-h.original.com.br/v1
mcsv,mcsv-investimentos-fundos-java,application-hml.properties,feign.url.funds.terms,vshmsctnprodutos.bcocorporate.ad:8549/fdos-termos-java/v1
mcsv,mcsv-investimentos-fundos-java,application-hml.properties,feign.cpds.url,vshmsctnprodutos:8548/cdps-operacoes-clientes-java/v1
mcsv,mcsv-investimentos-fundos-java,application-prd.properties,#feign.url.funds,vsmsctnprodutos.bcocorporate.ad:8249/fdos-consulta-investimentos-java/v1
mcsv,mcsv-investimentos-fundos-java,application-prd.properties,feign.url.funds,fdos-consulta-investimentos-java.original.com.br/v1
mcsv,mcsv-investimentos-fundos-java,application-prd.properties,feign.url.funds.terms,vsmsctnprodutos.bcocorporate.ad:8549/fdos-termos-java/v1
mcsv,mcsv-investimentos-fundos-java,application-prd.properties,feign.cpds.url,vsmsctnprodutos.bcocorporate.ad:8548/cdps-operacoes-clientes-java/v1
mcsv,mcsv-investimentos-fundos-java,application.properties,#feign.url.funds,vshmsctnprodutos.bcocorporate.ad:8249/fdos-consulta-investimentos-java/v1
mcsv,mcsv-investimentos-fundos-java,application.properties,feign.url.funds,fdos-consulta-investimentos-java.apps.ocp-h.original.com.br/v1
mcsv,mcsv-investimentos-fundos-java,application.properties,feign.url.funds.terms,vshmsctnprodutos.bcocorporate.ad:8549/fdos-termos-java/v1
mcsv,mcsv-investimentos-fundos-java,application.properties,feign.cpds.url,vshmsctnprodutos:8548/cdps-operacoes-clientes-java/v1
mcsv,mcsv-interno-coleta-entrega-java,application-dev.properties,zuul.routes.main.url,gcen-cmm-rest-java.gcen-dev.svc.cluster.local:8080
mcsv,mcsv-interno-coleta-entrega-java,application-hml.properties,zuul.routes.main.url,gcen-cmm-rest-java.gcen-hml.svc.cluster.local:8080
mcsv,mcsv-interno-coleta-entrega-java,application-prd.properties,zuul.routes.main.url,gcen-cmm-rest-java.gcen.svc.cluster.local:8080
mcsv,mcsv-convenio-guarda-chuva-java,application-dev.properties,url.cdps.customer.path,cdps-consultar-informacoes-cliente-java.apps.ocp-d.original.com.br/v1
mcsv,mcsv-convenio-guarda-chuva-java,application-dev.properties,url.gagc.product-endpoint,bcodmswrkctn01:8589/gagc-garantias-imoveis-java/v1/products
mcsv,mcsv-convenio-guarda-chuva-java,application-dev.properties,url.gagc.subproduct-endpoint,bcodmswrkctn01:8589/gagc-garantias-imoveis-java/v1/subproducts/
mcsv,mcsv-convenio-guarda-chuva-java,application-dev.properties,url.ctas.status-endpoint,bcodmswrkctn01:8642/ctas-validacoes-java/v1/accounts/
mcsv,mcsv-convenio-guarda-chuva-java,application-dev.properties,url.gagc.goods.endpoint,bcodmswrkctn01:8589/gagc-garantias-imoveis-java/v1/properties/warranties
mcsv,mcsv-convenio-guarda-chuva-java,application-dev.properties,url.gagc.agreement.search,bcodmswrkctn01:8590/gagc-convenio-guarda-chuva-java/v1/agreements
mcsv,mcsv-convenio-guarda-chuva-java,application-dev.properties,url.gagc.agreement.byid,bcodmswrkctn01:8590/gagc-convenio-guarda-chuva-java/v1/agreements/
mcsv,mcsv-convenio-guarda-chuva-java,application-dev.properties,url.gagc.agreement.status,bcodmswrkctn01:8590/gagc-convenio-guarda-chuva-java/v1/agreements/
mcsv,mcsv-convenio-guarda-chuva-java,application-dev.properties,url.gagc.agreementOperation,bcodmswrkctn01:8590/gagc-convenio-guarda-chuva-java/v1/agreementsOperations/ 
mcsv,mcsv-convenio-guarda-chuva-java,application-dev.properties,url.gagc.convenioguardachuva.inserirdadosconvenio.path,bcodmswrkctn01:8590/gagc-convenio-guarda-chuva-java/v1
mcsv,mcsv-convenio-guarda-chuva-java,application-dev.properties,url.ged.pesquisar.obterdocumento,gedc-consultas-java.apps.ocp-d.original.com.br/v1/
mcsv,mcsv-convenio-guarda-chuva-java,application-dev.properties,url.ged.inserir.documento,gedc-inclusao-manutencao-java.apps.ocp-d.original.com.br/v1/
mcsv,mcsv-convenio-guarda-chuva-java,application-dev.properties,url.gagc.vincular.emprestimo.orq,bcodmswrkctn01:8706/gagc-orq-vinculacao-convenio-guarda-chuva-java/v1
mcsv,mcsv-convenio-guarda-chuva-java,application-dev.properties,url.get.minutaria,bcodmswrkctn01:8590/gagc-convenio-guarda-chuva-java/v1/
mcsv,mcsv-convenio-guarda-chuva-java,application-hml.properties,url.cdps.customer.path,cdps-consultar-informacoes-cliente-java.apps.ocp-h.original.com.br/v1
mcsv,mcsv-convenio-guarda-chuva-java,application-hml.properties,url.gagc.product-endpoint,bcohmswrkctn01:8589/gagc-garantias-imoveis-java/v1/products
mcsv,mcsv-convenio-guarda-chuva-java,application-hml.properties,url.gagc.subproduct-endpoint,bcohmswrkctn01:8589/gagc-garantias-imoveis-java/v1/subproducts/
mcsv,mcsv-convenio-guarda-chuva-java,application-hml.properties,url.ctas.status-endpoint,bcohmswrkctn01:8642/ctas-validacoes-java/v1/accounts/
mcsv,mcsv-convenio-guarda-chuva-java,application-hml.properties,url.gagc.goods.endpoint,bcohmswrkctn01:8589/gagc-garantias-imoveis-java/v1/properties/warranties
mcsv,mcsv-convenio-guarda-chuva-java,application-hml.properties,url.gagc.agreement.search,bcohmswrkctn01:8590/gagc-convenio-guarda-chuva-java/v1/agreements
mcsv,mcsv-convenio-guarda-chuva-java,application-hml.properties,url.gagc.agreement.byid,bcohmswrkctn01:8590/gagc-convenio-guarda-chuva-java/v1/agreements/
mcsv,mcsv-convenio-guarda-chuva-java,application-hml.properties,url.gagc.agreement.status,bcohmswrkctn01:8590/gagc-convenio-guarda-chuva-java/v1/agreements/
mcsv,mcsv-convenio-guarda-chuva-java,application-hml.properties,url.gagc.agreementOperation,bcohmswrkctn01:8590/gagc-convenio-guarda-chuva-java/v1/agreementsOperations/
mcsv,mcsv-convenio-guarda-chuva-java,application-hml.properties,url.gagc.convenioguardachuva.inserirdadosconvenio.path,bcohmswrkctn01:8590/gagc-convenio-guarda-chuva-java/v1
mcsv,mcsv-convenio-guarda-chuva-java,application-hml.properties,url.ged.pesquisar.obterdocumento,gedc-consultas-java.apps.ocp-h.original.com.br/v1/
mcsv,mcsv-convenio-guarda-chuva-java,application-hml.properties,url.ged.inserir.documento,gedc-inclusao-manutencao-java.apps.ocp-h.original.com.br/v1/
mcsv,mcsv-convenio-guarda-chuva-java,application-hml.properties,url.gagc.vincular.emprestimo.orq,bcohmswrkctn01:8706/gagc-orq-vinculacao-convenio-guarda-chuva-java/v1
mcsv,mcsv-convenio-guarda-chuva-java,application-hml.properties,url.get.minutaria,bcohmswrkctn01:8590/gagc-convenio-guarda-chuva-java/v1/
mcsv,mcsv-convenio-guarda-chuva-java,application-prd.properties,url.cdps.customer.path,cdps-consultar-informacoes-cliente-java.original.com.br/v1
mcsv,mcsv-convenio-guarda-chuva-java,application-prd.properties,url.gagc.product-endpoint,bcopmswrkctn01:8589/gagc-garantias-imoveis-java/v1/products
mcsv,mcsv-convenio-guarda-chuva-java,application-prd.properties,url.gagc.subproduct-endpoint,bcopmswrkctn01:8589/gagc-garantias-imoveis-java/v1/subproducts/
mcsv,mcsv-convenio-guarda-chuva-java,application-prd.properties,url.ctas.status-endpoint,bcopmswrkctn01:8642/ctas-validacoes-java/v1/accounts/
mcsv,mcsv-convenio-guarda-chuva-java,application-prd.properties,url.gagc.goods.endpoint,bcopmswrkctn01:8589/gagc-garantias-imoveis-java/v1/properties/warranties
mcsv,mcsv-convenio-guarda-chuva-java,application-prd.properties,url.gagc.agreement.search,bcopmswrkctn01:8590/gagc-convenio-guarda-chuva-java/v1/agreements
mcsv,mcsv-convenio-guarda-chuva-java,application-prd.properties,url.gagc.agreement.byid,bcopmswrkctn01:8590/gagc-convenio-guarda-chuva-java/v1/agreements/
mcsv,mcsv-convenio-guarda-chuva-java,application-prd.properties,url.gagc.agreement.status,bcopmswrkctn01:8590/gagc-convenio-guarda-chuva-java/v1/agreements/
mcsv,mcsv-convenio-guarda-chuva-java,application-prd.properties,url.gagc.agreementOperation,bcopmswrkctn01:8590/gagc-convenio-guarda-chuva-java/v1/agreementsOperations/
mcsv,mcsv-convenio-guarda-chuva-java,application-prd.properties,url.gagc.convenioguardachuva.inserirdadosconvenio.path,bcopmswrkctn01:8590/gagc-convenio-guarda-chuva-java/v1
mcsv,mcsv-convenio-guarda-chuva-java,application-prd.properties,url.ged.pesquisar.obterdocumento,gedc-consultas-java.original.com.br/v1/
mcsv,mcsv-convenio-guarda-chuva-java,application-prd.properties,url.ged.inserir.documento,gedc-inclusao-manutencao-java.original.com.br/v1/
mcsv,mcsv-convenio-guarda-chuva-java,application-prd.properties,url.gagc.vincular.emprestimo.orq,bcopmswrkctn01:8706/gagc-orq-vinculacao-convenio-guarda-chuva-java/v1
mcsv,mcsv-convenio-guarda-chuva-java,application-prd.properties,url.get.minutaria,bcopmswrkctn01:8590/gagc-convenio-guarda-chuva-java/v1/
mcsv,mcsv-parametrizacao-rewards-java,application-dev.properties,url.score.range.parameters,bcodmswrkctn01:8581
mcsv,mcsv-parametrizacao-rewards-java,application-hml.properties,url.score.range.parameters,bcohmswrkctn01:8581
mcsv,mcsv-parametrizacao-rewards-java,application-prd.properties,url.score.range.parameters,bcopmswrkctn01:8581
mcsv,mcsv-interno-debito-automatico-java,application-dev.properties,zuul.routes.main.url,trnf-cmm-rest-java.trnf-dev.svc.cluster.local:8080
mcsv,mcsv-interno-debito-automatico-java,application-hml.properties,zuul.routes.main.url,trnf-cmm-rest-java.trnf-hml.svc.cluster.local:8080
mcsv,mcsv-interno-debito-automatico-java,application-prd.properties,zuul.routes.main.url,trnf-cmm-rest-java.trnf.svc.cluster.local:8080
mcsv,mcsv-interno-prospects-java,application-dev.properties,reip.prospects.java.url,reip-prospects-java.apps.ocp-d.original.com.br
mcsv,mcsv-interno-prospects-java,application-dev.properties,meta.contatos.java.url,meta-contatos-java.apps.ocp-d.original.com.br
mcsv,mcsv-interno-prospects-java,application-hml.properties,reip.prospects.java.url,reip-prospects-java.apps.ocp-h.original.com.br
mcsv,mcsv-interno-prospects-java,application-hml.properties,meta.contatos.java.url,meta-contatos-java.apps.ocp-h.original.com.br
mcsv,mcsv-interno-prospects-java,application-prd.properties,reip.prospects.java.url,reip-prospects-java.original.com.br
mcsv,mcsv-interno-prospects-java,application-prd.properties,meta.contatos.java.url,meta-contatos-java.original.com.br
mcsv,mcsv-interno-pagamentos-java,application-dev.properties,original.url.payment.url.base,bcodmswrkctn01.bcocorporate.ad:8358/pgto-codigo-barras-java
mcsv,mcsv-interno-pagamentos-java,application-hml.properties,original.url.payment.url.base,bcohmswrkctn01.bcocorporate.ad:8358/pgto-codigo-barras-java
mcsv,mcsv-interno-pagamentos-java,application-prd.properties,original.url.payment.url.base,vsmsctnprodutos.bcocorporate.ad:8358/pgto-codigo-barras-java
